I,J,Time,Type
14,20,0.11415,BinHeap
14,20,0.281936,Graph
14,20,0.106194,FibHeap
14,20,0.0984692,BinHeap
14,20,0.279952,Graph
14,20,0.105795,FibHeap
14,20,0.0977062,BinHeap
14,20,0.278435,Graph
14,20,0.10623,FibHeap
14,20,0.0977949,BinHeap
14,20,0.276943,Graph
14,20,0.106289,FibHeap
14,20,0.0981826,BinHeap
14,20,0.283269,Graph
14,20,0.107524,FibHeap
14,20,0.0981835,BinHeap
14,20,0.282464,Graph
14,20,0.108138,FibHeap
14,20,0.0996314,BinHeap
14,20,0.281901,Graph
14,20,0.10689,FibHeap
14,20,0.101344,BinHeap
14,20,0.281516,Graph
14,20,0.107319,FibHeap
14,20,0.0979457,BinHeap
14,20,0.279069,Graph
14,20,0.106323,FibHeap
14,20,0.0980125,BinHeap
14,20,0.284743,Graph
14,20,0.108035,FibHeap
14,20,0.100519,BinHeap
14,20,0.283347,Graph
14,20,0.106631,FibHeap
14,20,0.098729,BinHeap
14,20,0.28452,Graph
14,20,0.108061,FibHeap
14,20,0.100954,BinHeap
14,20,0.285577,Graph
14,20,0.107773,FibHeap
14,20,0.0990641,BinHeap
14,20,0.278889,Graph
14,20,0.105458,FibHeap
14,20,0.0986522,BinHeap
14,20,0.280465,Graph
14,20,0.105239,FibHeap
14,20,0.0985822,BinHeap
14,20,0.275558,Graph
14,20,0.104572,FibHeap
14,20,0.097769,BinHeap
14,20,0.276765,Graph
14,20,0.104234,FibHeap
14,20,0.0987872,BinHeap
14,20,0.276641,Graph
14,20,0.106617,FibHeap
14,20,0.0986804,BinHeap
14,20,0.28155,Graph
14,20,0.106714,FibHeap
14,20,0.0991234,BinHeap
14,20,0.281094,Graph
14,20,0.106967,FibHeap
14,20,0.101788,BinHeap
14,20,0.283566,Graph
14,20,0.11072,FibHeap
14,20,0.100297,BinHeap
14,20,0.278515,Graph
14,20,0.108814,FibHeap
14,20,0.102943,BinHeap
14,20,0.282027,Graph
14,20,0.109499,FibHeap
14,20,0.0979572,BinHeap
14,20,0.280344,Graph
14,20,0.106097,FibHeap
14,20,0.0975196,BinHeap
14,20,0.275603,Graph
14,20,0.105264,FibHeap
14,20,0.0974989,BinHeap
14,20,0.279081,Graph
14,20,0.106434,FibHeap
14,20,0.0989111,BinHeap
14,20,0.280192,Graph
14,20,0.10768,FibHeap
14,20,0.0995692,BinHeap
14,20,0.280502,Graph
14,20,0.1054,FibHeap
14,20,0.0981589,BinHeap
14,20,0.277359,Graph
14,20,0.104784,FibHeap
14,20,0.0969216,BinHeap
14,20,0.275237,Graph
14,20,0.105355,FibHeap
14,20,0.0966659,BinHeap
14,20,0.277608,Graph
14,20,0.104916,FibHeap
14,20,0.099017,BinHeap
14,21,0.629595,Graph
14,21,0.176832,FibHeap
14,21,0.170396,BinHeap
14,21,0.52232,Graph
14,21,0.177279,FibHeap
14,21,0.169802,BinHeap
14,21,0.556464,Graph
14,21,0.183322,FibHeap
14,21,0.170162,BinHeap
14,21,0.53137,Graph
14,21,0.179872,FibHeap
14,21,0.172144,BinHeap
14,21,0.529926,Graph
14,21,0.181346,FibHeap
14,21,0.173685,BinHeap
14,21,0.532264,Graph
14,21,0.177475,FibHeap
14,21,0.170372,BinHeap
14,21,0.570035,Graph
14,21,0.191573,FibHeap
14,21,0.188254,BinHeap
14,21,0.562109,Graph
14,21,0.183337,FibHeap
14,21,0.175366,BinHeap
14,21,0.544992,Graph
14,21,0.178557,FibHeap
14,21,0.17147,BinHeap
14,21,0.530424,Graph
14,21,0.180084,FibHeap
14,21,0.172576,BinHeap
14,21,0.533984,Graph
14,21,0.18454,FibHeap
14,21,0.172282,BinHeap
14,21,0.543224,Graph
14,21,0.178887,FibHeap
14,21,0.172908,BinHeap
14,21,0.529591,Graph
14,21,0.178104,FibHeap
14,21,0.171339,BinHeap
14,21,0.527617,Graph
14,21,0.177462,FibHeap
14,21,0.169979,BinHeap
14,21,0.525081,Graph
14,21,0.185527,FibHeap
14,21,0.175631,BinHeap
14,21,0.532803,Graph
14,21,0.181045,FibHeap
14,21,0.172816,BinHeap
14,21,0.532931,Graph
14,21,0.180935,FibHeap
14,21,0.172752,BinHeap
14,21,0.524877,Graph
14,21,0.177073,FibHeap
14,21,0.170957,BinHeap
14,21,0.525242,Graph
14,21,0.18512,FibHeap
14,21,0.173294,BinHeap
14,21,0.538547,Graph
14,21,0.178407,FibHeap
14,21,0.174242,BinHeap
14,21,0.536368,Graph
14,21,0.186466,FibHeap
14,21,0.173966,BinHeap
14,21,0.545765,Graph
14,21,0.180927,FibHeap
14,21,0.174816,BinHeap
14,21,0.525243,Graph
14,21,0.176458,FibHeap
14,21,0.17152,BinHeap
14,21,0.525123,Graph
14,21,0.179815,FibHeap
14,21,0.171173,BinHeap
14,21,0.532801,Graph
14,21,0.179951,FibHeap
14,21,0.177205,BinHeap
14,21,0.524687,Graph
14,21,0.178034,FibHeap
14,21,0.171129,BinHeap
14,21,0.530989,Graph
14,21,0.186871,FibHeap
14,21,0.174884,BinHeap
14,21,0.538518,Graph
14,21,0.181065,FibHeap
14,21,0.171766,BinHeap
14,21,0.540284,Graph
14,21,0.178795,FibHeap
14,21,0.173349,BinHeap
14,21,0.530332,Graph
14,21,0.179298,FibHeap
14,21,0.187368,BinHeap
14,21,0.532301,Graph
14,21,0.180579,FibHeap
14,21,0.173875,BinHeap
14,21,0.53144,Graph
14,21,0.181295,FibHeap
14,21,0.174919,BinHeap
14,21,0.542833,Graph
14,21,0.185476,FibHeap
14,21,0.177554,BinHeap
14,21,0.527475,Graph
14,21,0.181681,FibHeap
14,21,0.171265,BinHeap
14,21,0.528204,Graph
14,21,0.185975,FibHeap
14,21,0.17204,BinHeap
14,21,0.526331,Graph
14,21,0.179439,FibHeap
14,21,0.17296,BinHeap
14,21,0.53957,Graph
14,21,0.181053,FibHeap
14,21,0.172113,BinHeap
14,21,0.536747,Graph
14,21,0.177976,FibHeap
14,21,0.181481,BinHeap
14,21,0.529892,Graph
14,21,0.180145,FibHeap
14,21,0.173721,BinHeap
14,21,0.531163,Graph
14,21,0.181138,FibHeap
14,21,0.173003,BinHeap
14,21,0.531816,Graph
14,21,0.180057,FibHeap
14,21,0.173498,BinHeap
14,21,0.543114,Graph
14,21,0.19608,FibHeap
14,21,0.170741,BinHeap
14,21,0.531733,Graph
14,21,0.180234,FibHeap
14,21,0.174973,BinHeap
14,21,0.529365,Graph
14,21,0.177183,FibHeap
14,21,0.170273,BinHeap
14,21,0.538002,Graph
14,21,0.18335,FibHeap
14,21,0.171705,BinHeap
14,21,0.523464,Graph
14,21,0.183068,FibHeap
14,21,0.170672,BinHeap
14,21,0.524946,Graph
14,21,0.177565,FibHeap
14,21,0.171013,BinHeap
14,21,0.525072,Graph
14,21,0.178308,FibHeap
14,21,0.171837,BinHeap
14,21,0.525005,Graph
14,21,0.179058,FibHeap
14,21,0.171437,BinHeap
14,21,0.52468,Graph
14,21,0.177102,FibHeap
14,21,0.172451,BinHeap
14,22,1.02776,Graph
14,22,0.328214,FibHeap
14,22,0.322634,BinHeap
14,22,1.02842,Graph
14,22,0.322457,FibHeap
14,22,0.320876,BinHeap
14,22,1.03023,Graph
14,22,0.324255,FibHeap
14,22,0.318133,BinHeap
14,22,1.02157,Graph
14,22,0.323394,FibHeap
14,22,0.315474,BinHeap
14,22,1.01915,Graph
14,22,0.322851,FibHeap
14,22,0.316545,BinHeap
14,22,1.02324,Graph
14,22,0.326967,FibHeap
14,22,0.319339,BinHeap
14,22,1.02311,Graph
14,22,0.323748,FibHeap
14,22,0.316393,BinHeap
14,22,1.02088,Graph
14,22,0.324184,FibHeap
14,22,0.318022,BinHeap
14,22,1.02199,Graph
14,22,0.322262,FibHeap
14,22,0.31757,BinHeap
14,22,1.01964,Graph
14,22,0.323131,FibHeap
14,22,0.316798,BinHeap
14,22,1.01969,Graph
14,22,0.323534,FibHeap
14,22,0.321035,BinHeap
14,22,1.02733,Graph
14,22,0.327349,FibHeap
14,22,0.316839,BinHeap
14,22,1.02114,Graph
14,22,0.323682,FibHeap
14,22,0.316765,BinHeap
14,22,1.0274,Graph
14,22,0.326256,FibHeap
14,22,0.320357,BinHeap
14,22,1.02708,Graph
14,22,0.325383,FibHeap
14,22,0.318512,BinHeap
14,22,1.02776,Graph
14,22,0.328401,FibHeap
14,22,0.320459,BinHeap
14,22,1.02656,Graph
14,22,0.326359,FibHeap
14,22,0.321722,BinHeap
14,22,1.02945,Graph
14,22,0.323777,FibHeap
14,22,0.319176,BinHeap
14,22,1.024,Graph
14,22,0.323125,FibHeap
14,22,0.318574,BinHeap
14,22,1.01932,Graph
14,22,0.325368,FibHeap
14,22,0.320817,BinHeap
14,22,1.02042,Graph
14,22,0.323831,FibHeap
14,22,0.319468,BinHeap
14,22,1.03472,Graph
14,22,0.323686,FibHeap
14,22,0.326103,BinHeap
14,22,1.07122,Graph
14,22,0.32682,FibHeap
14,22,0.32091,BinHeap
14,22,1.04823,Graph
14,22,0.32456,FibHeap
14,22,0.328653,BinHeap
14,22,1.02994,Graph
14,22,0.325651,FibHeap
14,22,0.318188,BinHeap
14,22,1.02413,Graph
14,22,0.324264,FibHeap
14,22,0.317978,BinHeap
14,22,1.02168,Graph
14,22,0.325344,FibHeap
14,22,0.330761,BinHeap
14,22,1.04378,Graph
14,22,0.327952,FibHeap
14,22,0.322162,BinHeap
14,22,1.04139,Graph
14,22,0.322483,FibHeap
14,22,0.316679,BinHeap
14,22,1.02182,Graph
14,22,0.321337,FibHeap
14,22,0.317806,BinHeap
14,22,1.02126,Graph
14,22,0.324017,FibHeap
14,22,0.317053,BinHeap
14,22,1.02572,Graph
14,22,0.321994,FibHeap
14,22,0.31903,BinHeap
14,22,1.04294,Graph
14,22,0.339686,FibHeap
14,22,0.335382,BinHeap
14,22,1.03974,Graph
14,22,0.326907,FibHeap
14,22,0.323192,BinHeap
14,22,1.03704,Graph
14,22,0.330123,FibHeap
14,22,0.321242,BinHeap
14,22,1.05087,Graph
14,22,0.325885,FibHeap
14,22,0.318013,BinHeap
14,22,1.06633,Graph
14,22,0.322677,FibHeap
14,22,0.315284,BinHeap
14,22,1.02258,Graph
14,22,0.32246,FibHeap
14,22,0.321009,BinHeap
14,22,1.02345,Graph
14,22,0.326466,FibHeap
14,22,0.319625,BinHeap
14,22,1.02928,Graph
14,22,0.327761,FibHeap
14,22,0.31922,BinHeap
14,22,1.1274,Graph
14,22,0.365307,FibHeap
14,22,0.368725,BinHeap
14,22,1.19164,Graph
14,22,0.383617,FibHeap
14,22,0.346115,BinHeap
14,22,1.1198,Graph
14,22,0.338949,FibHeap
14,22,0.328294,BinHeap
14,22,1.07096,Graph
14,22,0.328893,FibHeap
14,22,0.328316,BinHeap
14,22,1.09633,Graph
14,22,0.328894,FibHeap
14,22,0.327685,BinHeap
14,22,1.05645,Graph
14,22,0.337164,FibHeap
14,22,0.320192,BinHeap
14,22,1.03872,Graph
14,22,0.345514,FibHeap
14,22,0.322474,BinHeap
14,22,1.07619,Graph
14,22,0.326253,FibHeap
14,22,0.32157,BinHeap
14,22,1.04467,Graph
14,22,0.33357,FibHeap
14,22,0.321388,BinHeap
14,22,1.08926,Graph
14,22,0.335425,FibHeap
14,22,0.323918,BinHeap
10,23,1.98488,Graph
10,23,0.563745,FibHeap
10,23,0.562954,BinHeap
10,23,1.94437,Graph
10,23,0.561601,FibHeap
10,23,0.561862,BinHeap
10,23,1.93576,Graph
10,23,0.566273,FibHeap
10,23,0.563114,BinHeap
10,23,1.93519,Graph
10,23,0.562476,FibHeap
10,23,0.56347,BinHeap
10,23,1.9227,Graph
10,23,0.563368,FibHeap
10,23,0.563149,BinHeap
10,23,1.91944,Graph
10,23,0.565487,FibHeap
10,23,0.561776,BinHeap
10,23,1.92224,Graph
10,23,0.56263,FibHeap
10,23,0.562617,BinHeap
10,23,1.93065,Graph
10,23,0.562146,FibHeap
10,23,0.562726,BinHeap
10,23,1.92537,Graph
10,23,0.562501,FibHeap
10,23,0.562488,BinHeap
10,23,1.92043,Graph
10,23,0.562386,FibHeap
10,23,0.56482,BinHeap
10,23,1.93042,Graph
10,23,0.563423,FibHeap
10,23,0.563721,BinHeap
10,23,1.93355,Graph
10,23,0.562424,FibHeap
10,23,0.561979,BinHeap
10,23,1.91821,Graph
10,23,0.561041,FibHeap
10,23,0.561754,BinHeap
10,23,1.91804,Graph
10,23,0.562394,FibHeap
10,23,0.56161,BinHeap
10,23,1.95605,Graph
10,23,0.564783,FibHeap
10,23,0.56525,BinHeap
10,23,1.93276,Graph
10,23,0.565377,FibHeap
10,23,0.562003,BinHeap
10,23,1.92243,Graph
10,23,0.562292,FibHeap
10,23,0.56205,BinHeap
10,23,1.94994,Graph
10,23,0.566888,FibHeap
10,23,0.566882,BinHeap
10,23,1.93506,Graph
10,23,0.564909,FibHeap
10,23,0.568271,BinHeap
10,23,1.95047,Graph
10,23,0.562082,FibHeap
10,23,0.56226,BinHeap
10,23,1.93742,Graph
10,23,0.565488,FibHeap
10,23,0.565728,BinHeap
10,23,1.9238,Graph
10,23,0.562548,FibHeap
10,23,0.562069,BinHeap
10,23,1.92472,Graph
10,23,0.562393,FibHeap
10,23,0.562599,BinHeap
10,23,1.91896,Graph
10,23,0.561875,FibHeap
10,23,0.563663,BinHeap
10,23,1.94249,Graph
10,23,0.562223,FibHeap
10,23,0.562061,BinHeap
10,23,1.9442,Graph
10,23,0.573661,FibHeap
10,23,0.562765,BinHeap
10,23,1.93029,Graph
10,23,0.562028,FibHeap
10,23,0.567241,BinHeap
10,23,1.963,Graph
10,23,0.564757,FibHeap
10,23,0.563787,BinHeap
10,23,1.94382,Graph
10,23,0.568954,FibHeap
10,23,0.563948,BinHeap
10,23,1.9745,Graph
10,23,0.566523,FibHeap
10,23,0.562386,BinHeap
10,23,1.96369,Graph
10,23,0.566591,FibHeap
10,23,0.563521,BinHeap
10,23,1.93217,Graph
10,23,0.57683,FibHeap
10,23,0.588705,BinHeap
10,23,2.00592,Graph
10,23,0.562003,FibHeap
10,23,0.56214,BinHeap
10,23,1.97482,Graph
10,23,0.568164,FibHeap
10,23,0.562987,BinHeap
10,23,1.92904,Graph
10,23,0.566737,FibHeap
10,23,0.562816,BinHeap
10,23,1.91767,Graph
10,23,0.561748,FibHeap
10,23,0.562254,BinHeap
10,23,1.91848,Graph
10,23,0.562148,FibHeap
10,23,0.562321,BinHeap
10,23,1.91241,Graph
10,23,0.56173,FibHeap
10,23,0.563231,BinHeap
10,23,1.91788,Graph
10,23,0.563595,FibHeap
10,23,0.563136,BinHeap
10,23,1.91629,Graph
10,23,0.562657,FibHeap
10,23,0.562924,BinHeap
10,23,1.91402,Graph
10,23,0.561818,FibHeap
10,23,0.561333,BinHeap
10,23,1.92118,Graph
10,23,0.562047,FibHeap
10,23,0.562365,BinHeap
10,23,1.92691,Graph
10,23,0.56509,FibHeap
10,23,0.562103,BinHeap
10,23,1.92033,Graph
10,23,0.562113,FibHeap
10,23,0.563912,BinHeap
10,23,1.94154,Graph
10,23,0.562212,FibHeap
10,23,0.560717,BinHeap
10,23,1.92674,Graph
10,23,0.563005,FibHeap
10,23,0.565405,BinHeap
10,23,1.92366,Graph
10,23,0.562515,FibHeap
10,23,0.562529,BinHeap
10,23,1.9154,Graph
10,23,0.562227,FibHeap
10,23,0.562683,BinHeap
10,23,1.91786,Graph
10,23,0.56219,FibHeap
10,23,0.56267,BinHeap
10,23,1.92448,Graph
10,23,0.561915,FibHeap
10,23,0.562675,BinHeap
12,23,1.99374,Graph
12,23,0.57591,FibHeap
12,23,0.575683,BinHeap
12,23,1.99378,Graph
12,23,0.576346,FibHeap
12,23,0.575168,BinHeap
12,23,2.04325,Graph
12,23,0.577557,FibHeap
12,23,0.575251,BinHeap
12,23,2.00478,Graph
12,23,0.57853,FibHeap
12,23,0.59183,BinHeap
12,23,2.04642,Graph
12,23,0.578222,FibHeap
12,23,0.574567,BinHeap
12,23,2.01705,Graph
12,23,0.580596,FibHeap
12,23,0.579667,BinHeap
12,23,2.06516,Graph
12,23,0.577353,FibHeap
12,23,0.575874,BinHeap
12,23,2.0437,Graph
12,23,0.579859,FibHeap
12,23,0.576418,BinHeap
12,23,2.0437,Graph
12,23,0.580138,FibHeap
12,23,0.583233,BinHeap
12,23,2.01213,Graph
12,23,0.577297,FibHeap
12,23,0.576718,BinHeap
12,23,2.05249,Graph
12,23,0.577036,FibHeap
12,23,0.576081,BinHeap
12,23,2.00642,Graph
12,23,0.577039,FibHeap
12,23,0.579763,BinHeap
12,23,2.0091,Graph
12,23,0.576644,FibHeap
12,23,0.575443,BinHeap
12,23,2.00747,Graph
12,23,0.588379,FibHeap
12,23,0.597681,BinHeap
12,23,2.12398,Graph
12,23,0.58002,FibHeap
12,23,0.574876,BinHeap
12,23,2.00383,Graph
12,23,0.575562,FibHeap
12,23,0.574987,BinHeap
12,23,2.03496,Graph
12,23,0.576312,FibHeap
12,23,0.576445,BinHeap
12,23,2.01905,Graph
12,23,0.576098,FibHeap
12,23,0.57468,BinHeap
12,23,2.00401,Graph
12,23,0.575785,FibHeap
12,23,0.575136,BinHeap
12,23,1.99902,Graph
12,23,0.57569,FibHeap
12,23,0.57479,BinHeap
12,23,2.0023,Graph
12,23,0.575988,FibHeap
12,23,0.574408,BinHeap
12,23,2.00484,Graph
12,23,0.575926,FibHeap
12,23,0.575799,BinHeap
12,23,2.01005,Graph
12,23,0.575856,FibHeap
12,23,0.581342,BinHeap
12,23,2.03276,Graph
12,23,0.585945,FibHeap
12,23,0.577528,BinHeap
12,23,2.03809,Graph
12,23,0.57912,FibHeap
12,23,0.57982,BinHeap
12,23,2.06929,Graph
12,23,0.575986,FibHeap
12,23,0.583219,BinHeap
12,23,2.01261,Graph
12,23,0.575907,FibHeap
12,23,0.575728,BinHeap
12,23,1.9929,Graph
12,23,0.576006,FibHeap
12,23,0.575134,BinHeap
12,23,1.99876,Graph
12,23,0.575294,FibHeap
12,23,0.574484,BinHeap
12,23,1.99984,Graph
12,23,0.575348,FibHeap
12,23,0.574174,BinHeap
12,23,2.00067,Graph
12,23,0.575832,FibHeap
12,23,0.575134,BinHeap
12,23,2.00085,Graph
12,23,0.576116,FibHeap
12,23,0.579777,BinHeap
12,23,2.00381,Graph
12,23,0.575445,FibHeap
12,23,0.574976,BinHeap
12,23,2.00114,Graph
12,23,0.575312,FibHeap
12,23,0.57486,BinHeap
12,23,1.99606,Graph
12,23,0.575958,FibHeap
12,23,0.574735,BinHeap
12,23,2.00071,Graph
12,23,0.579534,FibHeap
12,23,0.577174,BinHeap
12,23,2.01205,Graph
12,23,0.575959,FibHeap
12,23,0.575174,BinHeap
12,23,2.03068,Graph
12,23,0.582015,FibHeap
12,23,0.584724,BinHeap
12,23,2.04684,Graph
12,23,0.586699,FibHeap
12,23,0.575055,BinHeap
12,23,1.99384,Graph
12,23,0.575561,FibHeap
12,23,0.592782,BinHeap
12,23,2.01817,Graph
12,23,0.579964,FibHeap
12,23,0.575952,BinHeap
12,23,2.03692,Graph
12,23,0.57622,FibHeap
12,23,0.577499,BinHeap
12,23,1.995,Graph
12,23,0.581935,FibHeap
12,23,0.576728,BinHeap
12,23,2.02525,Graph
12,23,0.576387,FibHeap
12,23,0.575407,BinHeap
12,23,2.00447,Graph
12,23,0.576824,FibHeap
12,23,0.575429,BinHeap
12,23,2.0105,Graph
12,23,0.576932,FibHeap
12,23,0.577612,BinHeap
12,23,2.0286,Graph
12,23,0.587409,FibHeap
12,23,0.590654,BinHeap
12,23,2.0256,Graph
12,23,0.575978,FibHeap
12,23,0.574903,BinHeap
12,23,2.00185,Graph
12,23,0.575634,FibHeap
12,23,0.575616,BinHeap
12,23,2.00588,Graph
12,23,0.576132,FibHeap
12,23,0.574997,BinHeap
14,23,2.09312,Graph
14,23,0.61289,FibHeap
14,23,0.61041,BinHeap
14,23,2.09714,Graph
14,23,0.616118,FibHeap
14,23,0.607146,BinHeap
14,23,2.12409,Graph
14,23,0.611875,FibHeap
14,23,0.603166,BinHeap
14,23,2.08719,Graph
14,23,0.609055,FibHeap
14,23,0.603764,BinHeap
14,23,2.09627,Graph
14,23,0.61129,FibHeap
14,23,0.613076,BinHeap
14,23,2.08223,Graph
14,23,0.619459,FibHeap
14,23,0.611877,BinHeap
14,23,2.09235,Graph
14,23,0.624301,FibHeap
14,23,0.611963,BinHeap
14,23,2.0853,Graph
14,23,0.612519,FibHeap
14,23,0.606457,BinHeap
14,23,2.0836,Graph
14,23,0.607443,FibHeap
14,23,0.610949,BinHeap
14,23,2.08407,Graph
14,23,0.613767,FibHeap
14,23,0.603324,BinHeap
14,23,2.08408,Graph
14,23,0.620746,FibHeap
14,23,0.605301,BinHeap
14,23,2.08376,Graph
14,23,0.614487,FibHeap
14,23,0.610462,BinHeap
14,23,2.08072,Graph
14,23,0.611289,FibHeap
14,23,0.605062,BinHeap
14,23,2.08109,Graph
14,23,0.61288,FibHeap
14,23,0.612096,BinHeap
14,23,2.08289,Graph
14,23,0.609129,FibHeap
14,23,0.607979,BinHeap
14,23,2.08053,Graph
14,23,0.615445,FibHeap
14,23,0.614331,BinHeap
14,23,2.08211,Graph
14,23,0.617724,FibHeap
14,23,0.603703,BinHeap
14,23,2.08701,Graph
14,23,0.611606,FibHeap
14,23,0.615624,BinHeap
14,23,2.08536,Graph
14,23,0.619912,FibHeap
14,23,0.616406,BinHeap
14,23,2.14315,Graph
14,23,0.613064,FibHeap
14,23,0.617949,BinHeap
14,23,2.08452,Graph
14,23,0.617344,FibHeap
14,23,0.620153,BinHeap
14,23,2.0882,Graph
14,23,0.612305,FibHeap
14,23,0.610828,BinHeap
14,23,2.14866,Graph
14,23,0.610919,FibHeap
14,23,0.610382,BinHeap
14,23,2.10173,Graph
14,23,0.613717,FibHeap
14,23,0.607976,BinHeap
14,23,2.08358,Graph
14,23,0.609913,FibHeap
14,23,0.609248,BinHeap
14,23,2.08212,Graph
14,23,0.610688,FibHeap
14,23,0.607748,BinHeap
14,23,2.10397,Graph
14,23,0.608225,FibHeap
14,23,0.607509,BinHeap
14,23,2.08186,Graph
14,23,0.610658,FibHeap
14,23,0.606341,BinHeap
14,23,2.0834,Graph
14,23,0.613569,FibHeap
14,23,0.623125,BinHeap
14,23,2.08526,Graph
14,23,0.619549,FibHeap
14,23,0.604197,BinHeap
14,23,2.08466,Graph
14,23,0.616623,FibHeap
14,23,0.607926,BinHeap
14,23,2.10818,Graph
14,23,0.611632,FibHeap
14,23,0.606287,BinHeap
14,23,2.12654,Graph
14,23,0.615265,FibHeap
14,23,0.617807,BinHeap
14,23,2.0994,Graph
14,23,0.612271,FibHeap
14,23,0.621663,BinHeap
14,23,2.11842,Graph
14,23,0.621942,FibHeap
14,23,0.609451,BinHeap
14,23,2.10755,Graph
14,23,0.617542,FibHeap
14,23,0.61699,BinHeap
14,23,2.16949,Graph
14,23,0.622442,FibHeap
14,23,0.606925,BinHeap
14,23,2.14344,Graph
14,23,0.617177,FibHeap
14,23,0.614415,BinHeap
14,23,2.10357,Graph
14,23,0.610038,FibHeap
14,23,0.603771,BinHeap
14,23,2.1319,Graph
14,23,0.627476,FibHeap
14,23,0.610065,BinHeap
14,23,2.08816,Graph
14,23,0.619789,FibHeap
14,23,0.60781,BinHeap
14,23,2.1028,Graph
14,23,0.610502,FibHeap
14,23,0.616098,BinHeap
14,23,2.09414,Graph
14,23,0.617632,FibHeap
14,23,0.624162,BinHeap
14,23,2.10469,Graph
14,23,0.609555,FibHeap
14,23,0.606923,BinHeap
14,23,2.08734,Graph
14,23,0.608335,FibHeap
14,23,0.602886,BinHeap
14,23,2.14662,Graph
14,23,0.6105,FibHeap
14,23,0.605336,BinHeap
14,23,2.15162,Graph
14,23,0.632247,FibHeap
14,23,0.63084,BinHeap
14,23,2.10019,Graph
14,23,0.622556,FibHeap
14,23,0.608083,BinHeap
14,23,2.119,Graph
14,23,0.616353,FibHeap
14,23,0.607983,BinHeap
14,23,2.12146,Graph
14,23,0.616148,FibHeap
14,23,0.611428,BinHeap
